,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,ETF_OBJ_IDX_NM,IDX_CALC_INST_NM1,IDX_CALC_INST_NM2,ETF_REPLICA_METHD_TP_CD,IDX_MKT_CLSS_NM,IDX_ASST_CLSS_NM,LIST_SHRS,COM_ABBRV,CU_QTY,ETF_TOT_FEE,TAX_TP_CD
646,KR7410870000,410870,타임폴리오 TIMEFOLIO K컬처액티브증권상장지수투자신탁[주식],TIMEFOLIO K컬처액티브,TIMEFOLIO TIMEFOLIO Kculture Active ETF,2021/12/15,FnGuide K-컬처 지수,FnGuide,일반,실물(액티브),국내,주식,"900,000",타임폴리오자산운용,"100,000",0.800000,배당소득세(보유기간과세)
647,KR7456600006,456600,타임폴리오 TIMEFOLIO 글로벌AI인공지능액티브증권상장지수투자신탁[주식],TIMEFOLIO 글로벌AI인공지능액티브,TIMEFOLIO TIMEFOLIO Global Artificial Intelligence Active ETF,2023/05/16,Solactive Global Artificial Intelligence 지수,Solactive,일반,실물(액티브),해외,주식,"7,260,000",타임폴리오자산운용,"20,000",0.800000,배당소득세(보유기간과세)
648,KR7426020004,426020,타임폴리오 TIMEFOLIO 미국S&P500액티브증권상장지수투자신탁[주식],TIMEFOLIO 미국S&P500액티브,TIMEFOLIO TIMEFOLIO US S&P500 Active ETF,2022/05/11,S&P 500,S&P,일반,실물(액티브),해외,주식,"640,000",타임폴리오자산운용,"20,000",0.800000,배당소득세(보유기간과세)
649,KR7426030003,426030,타임폴리오 TIMEFOLIO 미국나스닥100액티브증권상장지수투자신탁[주식],TIMEFOLIO 미국나스닥100액티브,TIMEFOLIO TIMEFOLIO US NASDAQ100 Active ETF,2022/05/11,NASDAQ 100,NASDAQ,일반,실물(액티브),해외,주식,"960,000",타임폴리오자산운용,"20,000",0.800000,배당소득세(보유기간과세)
650,KR7385710009,385710,타임폴리오 TIMEFOLIO 이노베이션액티브증권상장지수투자신탁[주식],TIMEFOLIO 이노베이션액티브,TIMEFOLIO TIMEFOLIO Innovation Active ETF,2021/05/25,KRX BBIG 지수,KRX,일반,실물(액티브),국내,주식,"1,200,000",타임폴리오자산운용,"100,000",0.800000,배당소득세(보유기간과세)
651,KR7404120008,404120,타임폴리오 TIMEFOLIO 탄소중립액티브증권상장지수투자신탁[주식],TIMEFOLIO 탄소중립액티브,TIMEFOLIO TIMEFOLIO CarbonZero Active ETF,2021/10/29,KRX 기후변화 솔루션지수,KRX,일반,실물(액티브),국내,주식,"600,000",타임폴리오자산운용,"100,000",0.800000,배당소득세(보유기간과세)
652,KR7472720002,472720,트러스톤 TRUSTON 주주가치액티브증권상장지수투자신탁[주식],TRUSTON 주주가치액티브,TRUSTON TRUSTON Shareholder Value Active ETF,2023/12/14,코스피 200,KRX,일반,실물(액티브),국내,주식,"800,000",트러스톤자산운용,"20,000",0.785000,배당소득세(보유기간과세)
653,KR7466400009,466400,하나 KTOP 25-08 회사채(A+이상)액티브증권상장지수투자신탁(채권),KTOP 25-08 회사채(A+이상)액티브,Hana KTOP 25-08 Corp Bond(A+) Active ETF,2023/09/19,KIS 2025-08만기형 크레딧 A+이상 지수(총수익),KIS자산평가,일반,실물(액티브),국내,채권,"1,015,000",하나자산운용,"1,000",0.100000,배당소득세(보유기간과세)
654,KR7451060008,451060,하나 KTOP K200액티브증권상장지수투자신탁[주식],KTOP K200액티브,Hana KTOP K200 Active ETF,2023/01/31,코스피 200,KRX,일반,실물(액티브),국내,주식,"11,700,000",하나자산운용,"150,000",0.180000,배당소득세(보유기간과세)
655,KR7463290007,463290,하나 KTOP 단기금융채액티브증권상장지수투자신탁(채권),KTOP 단기금융채액티브,Hana KTOP Short-term Financial Bond Active ETF,2023/08/03,MK 머니마켓 지수(총수익),KIS자산평가,일반,실물(액티브),국내,채권,"1,334,000",하나자산운용,"1,000",0.080000,배당소득세(보유기간과세)
656,KR7472350008,472350,하나 KTOP 차이나H증권상장지수투자신탁[주식](H),KTOP 차이나H(H),Hana KTOP China H ETF(H),2023/12/12,Hang Seng China H,HangSeng,일반,실물(패시브),해외,주식,"2,000,000",하나자산운용,"100,000",0.110000,배당소득세(보유기간과세)
657,KR7422260000,422260,한국밸류 VITA MZ소비액티브증권상장지수투자신탁(주식),VITA MZ소비액티브,KIVAM VITA MZ consumption Active ETF,2022/03/29,FnGuide MZ 소비 지수,FnGuide,일반,실물(액티브),국내,주식,"1,500,000",한국투자밸류자산운용,"50,000",0.600000,배당소득세(보유기간과세)
658,KR7452440001,452440,한국밸류 VITA 밸류알파액티브증권상장지수투자신탁(주식),VITA 밸류알파액티브,KIVAM VITA Value Alpha Active ETF,2023/02/21,FnGuide 밸류알파지수,FnGuide,일반,실물(액티브),국내,주식,"700,000",한국투자밸류자산운용,"50,000",0.600000,배당소득세(보유기간과세)
659,KR7332500008,332500,한국투자 ACE 200 Total Return증권상장지수투자신탁(주식),ACE 200TR,KIM ACE 200TotalReturn ETF,2019/08/28,코스피 200 TR,KRX,일반,실물(패시브),국내,주식,"1,600,000",한국투자신탁운용,"100,000",0.030000,배당소득세(보유기간과세)
660,KR7105190003,105190,한국투자 ACE 200 증권 상장지수투자신탁(주식),ACE 200,KIM ACE 200 ETF,2008/09/25,코스피 200,KRX,일반,실물(패시브),국내,주식,"13,100,000",한국투자신탁운용,"50,000",0.090000,비과세
661,KR7448870006,448870,한국투자 ACE 23-12 회사채(AA-이상)액티브증권상장지수투자신탁(채권),ACE 23-12 회사채(AA-이상)액티브,KIM ACE 23-12 Term Corporate Bond Active ETF,2022/11/22,KIS 크레딧 2312만기형 총수익지수,KIS자산평가,일반,실물(액티브),국내,채권,"1,055,000",한국투자신탁운용,"1,000",0.050000,배당소득세(보유기간과세)
662,KR7448880005,448880,한국투자 ACE 24-12 회사채(AA-이상)액티브증권상장지수투자신탁(채권),ACE 24-12 회사채(AA-이상)액티브,KIM ACE 24-12 Term Corporate Bond Active ETF,2022/11/22,KIS 크레딧 2412만기형 총수익지수,KIS자산평가,일반,실물(액티브),국내,채권,"1,275,000",한국투자신탁운용,"1,000",0.050000,배당소득세(보유기간과세)
663,KR7461260002,461260,한국투자 ACE 25-06 회사채(AA-이상)액티브증권상장지수투자신탁(채권),ACE 25-06 회사채(AA-이상)액티브,KIM ACE 25-06 Term Corporate Bond Active ETF,2023/06/20,KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),KIS자산평가,일반,실물(액티브),국내,채권,"7,530,000",한국투자신탁운용,"10,000",0.050000,배당소득세(보유기간과세)
664,KR7461270001,461270,한국투자 ACE 26-06 회사채(AA-이상)액티브증권상장지수투자신탁(채권),ACE 26-06 회사채(AA-이상)액티브,KIM ACE 26-06 Term Corporate Bond Active ETF,2023/06/20,KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),KIS자산평가,일반,실물(액티브),국내,채권,"10,310,000",한국투자신탁운용,"10,000",0.050000,배당소득세(보유기간과세)
665,KR7385600002,385600,한국투자 ACE 2차전지&친환경차액티브증권상장지수투자신탁(주식),ACE 2차전지&친환경차액티브,KIM ACE Electric Vehicles Value Chain Active ETF,2021/05/25,FnGuide 친환경 자동차 밸류체인 지수,FnGuide,일반,실물(액티브),국내,주식,"1,800,000",한국투자신탁운용,"100,000",0.290000,배당소득세(보유기간과세)
666,KR7469150007,469150,한국투자 ACE AI반도체포커스증권상장지수투자신탁(주식),ACE AI반도체포커스,KIM ACE AI Semiconductor Focus ETF,2023/10/17,FnGuide AI 반도체 포커스 지수(시장가격),FnGuide,일반,실물(패시브),국내,주식,"850,000",한국투자신탁운용,"50,000",0.300000,비과세
667,KR7385590005,385590,한국투자 ACE ESG액티브증권상장지수투자신탁(주식),ACE ESG액티브,KIM ACE ESG Active ETF,2021/05/25,MSCI Korea Country ESG Leaders Custom Capped Price return Index,MSCI,일반,실물(액티브),국내,주식,"3,200,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
668,KR7380340000,380340,한국투자 ACE Fn5G플러스증권상장지수투자신탁(주식),ACE Fn5G플러스,KIM ACE Fn5G Plus ETF,2021/04/02,FnGuide 5G플러스 지수 (시장가격),FnGuide,일반,실물(패시브),국내,주식,"700,000",한국투자신탁운용,"100,000",0.350000,비과세
669,KR7414270009,414270,한국투자 ACE G2전기차&자율주행액티브증권상장지수투자신탁(주식),ACE G2전기차&자율주행액티브,KIM ACE US-China Next EV&AV Active ETF,2022/02/15,FactSet US-China Electric&Autonomous Vehicle Price Return Index,FACTSET,일반,실물(액티브),해외,주식,"7,450,000",한국투자신탁운용,"50,000",0.290000,배당소득세(보유기간과세)
670,KR7356540005,356540,한국투자 ACE KIS종합채권(AA-이상)액티브증권상장지수투자신탁(채권),ACE 종합채권(AA-이상)KIS액티브,KIM ACE KIS Active Bond Composite ETF,2020/07/21,KIS 종합채권 AA-이상 총수익 지수(Total return Index),KIS자산평가,일반,실물(액티브),국내,채권,"5,762,000",한국투자신탁운용,"1,000",0.020000,배당소득세(보유기간과세)
671,KR7411060007,411060,한국투자 ACE KRX금현물특별자산상장지수투자신탁(금),ACE KRX금현물,KIM ACE KRX Physical Gold ETF,2021/12/15,KRX 금현물지수,KRX,일반,실물(패시브),국내,원자재,"8,500,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
672,KR7277540001,277540,한국투자 ACE S&P아시아TOP50증권상장지수투자신탁(주식),ACE 아시아TOP50S&P,KIM ACE S&P ASIA TOP50 ETF,2017/08/23,S&P ASIA50 Price Return Index,S&P,일반,실물(패시브),국내&해외,주식,"1,500,000",한국투자신탁운용,"150,000",0.700000,배당소득세(보유기간과세)
673,KR7225130004,225130,한국투자 ACE 골드선물레버리지특별자산상장지수투자신탁(금-파생형)(합성 H),ACE 골드선물 레버리지(합성 H),KIM ACE Synth-Gold Futures Leverage ETF(H),2015/07/28,S&P GSCI GOLD Index Excess Return,S&P,2X 레버리지,합성(패시브),해외,원자재,"500,000",한국투자신탁운용,"100,000",0.490000,배당소득세(보유기간과세)
674,KR7114460009,114460,한국투자 ACE 국고채 증권 상장지수투자신탁(채권),ACE 국고채3년,KIM ACE KOREA TB ETF,2009/07/31,KTB INDEX(시장가격),KRX,일반,실물(패시브),국내,채권,"150,000",한국투자신탁운용,"30,000",0.150000,배당소득세(보유기간과세)
675,KR7365780006,365780,한국투자 ACE 국고채10년증권상장지수투자신탁(채권),ACE 국고채10년,KIM ACE Korea 10Y Treasury Bond ETF,2020/10/15,KIS 10년 국고채 지수 (총수익),KIS자산평가,일반,실물(패시브),국내,채권,"2,379,000",한국투자신탁운용,"3,000",0.020000,배당소득세(보유기간과세)
676,KR7299070003,299070,한국투자 ACE 국채선물10년인버스증권상장지수투자신탁(채권-파생형),ACE 국채선물10년인버스,KIM ACE LKTB Futures Inverse ETF,2018/06/08,10년국채선물지수,KRX,1X 인버스,실물(패시브),국내,채권,"50,000",한국투자신탁운용,"1,000",0.050000,배당소득세(보유기간과세)
677,KR7299080002,299080,한국투자 ACE 국채선물3년인버스증권상장지수투자신탁(채권-파생형),ACE 국채선물3년인버스,KIM ACE KTB Futures Inverse ETF,2018/06/08,국채선물지수,KRX,1X 인버스,실물(패시브),국내,채권,"50,000",한국투자신탁운용,"1,000",0.050000,배당소득세(보유기간과세)
678,KR7411050008,411050,한국투자 ACE 글로벌메타버스테크액티브증권상장지수투자신탁(주식),ACE 글로벌메타버스테크액티브,KIM ACE Global Metaverse tech Active ETF,2021/12/22,Bloomberg Global Digital Media & Tech Select Price Return Index,Bloomberg,일반,실물(액티브),해외,주식,"1,600,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
679,KR7446770000,446770,한국투자 ACE 글로벌반도체TOP4 Plus Solactive증권상장지수투자신탁(주식),ACE 글로벌반도체TOP4 Plus SOLACTIVE,KIM ACE Solactive Global Semiconductor TOP4 ETF,2022/11/15,Solactive Global Semiconductor TOP4 Plus Price Return Index,Solactive,일반,실물(패시브),해외,주식,"7,300,000",한국투자신탁운용,"50,000",0.450000,배당소득세(보유기간과세)
680,KR7435040001,435040,한국투자 ACE 글로벌브랜드TOP10블룸버그증권상장지수투자신탁(주식),ACE 글로벌브랜드TOP10블룸버그,KIM ACE Bloomberg Global Brand TOP10 ETF,2022/06/28,Bloomberg Global Select Industry Leaders TOP10 Index(PR),Bloomberg,일반,실물(패시브),해외,주식,"950,000",한국투자신탁운용,"50,000",0.500000,배당소득세(보유기간과세)
681,KR7460960008,460960,한국투자 ACE 글로벌인컴TOP10 SOLACTIVE증권상장지수투자신탁[혼합-재간접형],ACE 글로벌인컴TOP10 SOLACTIVE,KIM ACE Solactive Global Income TOP10 ETF,2023/07/11,Solactive Global Superior Income TOP 10 Price Return Index,Solactive,일반,실물(패시브),해외,혼합자산,"800,000",한국투자신탁운용,"50,000",0.240000,배당소득세(보유기간과세)
682,KR7181480005,181480,한국투자 ACE 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),ACE 미국다우존스리츠(합성 H),KIM ACE SYNTH-Dow Jones US Real Estate ETF(H),2013/08/01,Dow Jones U.S. Real Estate Index,S&P,일반,합성(패시브),해외,부동산,"180,000",한국투자신탁운용,"20,000",0.300000,배당소득세(분리과세부동산ETF)
683,KR7190620005,190620,한국투자 ACE 단기자금 증권 상장지수투자신탁(채권),ACE 단기통안채,KIM ACE SHORT-TERM MSB MONEY MARKET ETF,2013/12/23,KIS MSB 단기지수(총수익),KIS자산평가,일반,실물(패시브),국내,채권,"1,462,000",한국투자신탁운용,"1,000",0.070000,배당소득세(보유기간과세)
684,KR7440640001,440640,한국투자 ACE 단기채권알파액티브증권상장지수투자신탁(채권),ACE 단기채권알파액티브,KIM ACE Short term Bond Alpha Active ETF,2022/08/23,KIS 단기채권알파AA-이상 총수익지수,KIS자산평가,일반,실물(액티브),국내,채권,"501,000",한국투자신탁운용,"1,000",0.150000,배당소득세(보유기간과세)
685,KR7265690008,265690,한국투자 ACE 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),ACE 러시아MSCI(합성),KIM ACE MSCI Russia ETF(Synth),2017/03/21,MSCI Russia 25% Capped Price Return Index,MSCI,일반,합성(패시브),해외,주식,"1,850,000",한국투자신탁운용,"50,000",0.000000,배당소득세(보유기간과세)
686,KR7152500005,152500,한국투자 ACE 레버리지 증권상장지수투자신탁(주식-파생형),ACE 레버리지,KIM ACE LEVERAGE ETF,2012/01/27,코스피 200,KRX,2X 레버리지,실물(패시브),국내,주식,"1,300,000",한국투자신탁운용,"100,000",0.300000,배당소득세(보유기간과세)
687,KR7291130003,291130,한국투자 ACE 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),ACE 멕시코MSCI(합성),KIM ACE MSCI MEXICO ETF(Synth),2018/03/09,MSCI MEXICO IMI 25/50 Price return Index,MSCI,일반,합성(패시브),해외,주식,"900,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
688,KR7452250004,452250,한국투자 ACE 미국30년국채선물레버리지증권상장지수투자신탁(채권-파생형)(합성 H),ACE 미국30년국채선물레버리지(합성 H),KIM ACE U.S. Ultra T-Bond Futures Leverage ETF(Synth H),2023/02/07,S&P Ultra T-Bond Futures Index(ER),S&P,2X 레버리지,합성(패시브),해외,채권,"7,450,000",한국투자신탁운용,"50,000",0.250000,배당소득세(보유기간과세)
689,KR7453850000,453850,한국투자 ACE 미국30년국채액티브증권상장지수투자신탁[채권](H),ACE 미국30년국채액티브(H),KIM ACE U.S. Long Term T-Bond Active ETF(H),2023/03/14,Bloomberg U.S Treasury 20+ Year Total Return Index,Bloomberg,일반,실물(액티브),해외,채권,"65,100,000",한국투자신탁운용,"100,000",0.050000,배당소득세(보유기간과세)
690,KR7280320003,280320,한국투자 ACE 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),ACE 미국IT인터넷S&P(합성 H),KIM ACE US INTERNET ETF(Synth H),2017/10/17,다우존스 인터넷 종합지수,S&P,일반,합성(패시브),해외,주식,"800,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
691,KR7360200000,360200,한국투자 ACE 미국S&P500증권상장지수투자신탁(주식),ACE 미국S&P500,KIM ACE S&P500 ETF,2020/08/07,S&P 500,S&P,일반,실물(패시브),해외,주식,"42,700,000",한국투자신탁운용,"100,000",0.070000,배당소득세(보유기간과세)
692,KR7438080004,438080,한국투자 ACE 미국S&P500채권혼합액티브증권상장지수투자신탁(채권혼합),ACE 미국S&P500채권혼합액티브,KIM ACE S&P500 3070 Blend ETF,2022/08/26,S&P500 and Short-Term Treasury 30/70 Blend Index,S&P,일반,실물(액티브),해외,혼합자산,"1,000,000",한국투자신탁운용,"100,000",0.150000,배당소득세(보유기간과세)
693,KR7309230001,309230,한국투자 ACE 미국WideMoat가치주증권상장지수투자신탁(주식),ACE 미국WideMoat가치주,KIM ACE US Wide Moat ETF,2018/10/25,MorningStar Wide Moat Focus Index,MorningStar,일반,실물(패시브),해외,주식,"3,500,000",한국투자신탁운용,"100,000",0.400000,배당소득세(보유기간과세)
694,KR7367380003,367380,한국투자 ACE 미국나스닥100증권상장지수투자신탁(주식),ACE 미국나스닥100,KIM ACE US NASDAQ100 ETF,2020/10/29,NASDAQ 100,NASDAQ,일반,실물(패시브),해외,주식,"32,700,000",한국투자신탁운용,"100,000",0.070000,배당소득세(보유기간과세)
695,KR7438100000,438100,한국투자 ACE 미국나스닥100채권혼합액티브증권상장지수투자신탁(채권혼합),ACE 미국나스닥100채권혼합액티브,KIM ACE NASDAQ100 3070 Blend ETF,2022/08/26,NASDAQ-100 US T-Bills 30/70 Index,NASDAQ,일반,실물(액티브),해외,혼합자산,"900,000",한국투자신탁운용,"100,000",0.150000,배당소득세(보유기간과세)
696,KR7456880004,456880,한국투자 ACE 미국달러SOFR금리특별자산상장지수투자신탁(금리-파생형)(합성),ACE 미국달러SOFR금리(합성),KIM ACE USD SOFR ETF(Synth),2023/04/25,Solactive SOFR Daily Total Return Index,Solactive,일반,합성(패시브),해외,기타,"10,130,000",한국투자신탁운용,"10,000",0.050000,배당소득세(보유기간과세)
697,KR7440650000,440650,한국투자 ACE 미국달러단기채권액티브증권상장지수투자신탁(채권),ACE 미국달러단기채권액티브,KIM ACE US Short Term Bond Active ETF,2022/08/23,Bloomberg Short-Term Treasury Total Return Index,Bloomberg,일반,실물(액티브),해외,채권,"900,000",한국투자신탁운용,"100,000",0.300000,배당소득세(보유기간과세)
698,KR7402970008,402970,한국투자 ACE 미국배당다우존스증권상장지수투자신탁(주식),ACE 미국배당다우존스,KIM ACE S&P US Dividend 100 ETF,2021/10/21,Dow Jones U.S. Dividend 100 Price Return Index,S&P,일반,실물(패시브),해외,주식,"17,900,000",한국투자신탁운용,"100,000",0.010000,배당소득세(보유기간과세)
699,KR7465610004,465610,한국투자 ACE 미국빅테크TOP7 Plus레버리지증권상장지수투자신탁(주식-파생형)(합성),ACE 미국빅테크TOP7 Plus레버리지(합성),KIM ACE US Big Tech TOP 7 Plus Leverage ETF(Synth),2023/09/12,Solactive US Big Tech Top 7 Plus Price Return Index,Solactive,2X 레버리지,합성(패시브),해외,주식,"700,000",한국투자신탁운용,"100,000",0.600000,배당소득세(보유기간과세)
700,KR7465620003,465620,한국투자 ACE 미국빅테크TOP7 Plus인버스증권상장지수투자신탁(주식-파생형)(합성),ACE 미국빅테크TOP7 Plus인버스(합성),KIM ACE US Big Tech TOP 7 Plus Inverse ETF(Synth),2023/09/12,Solactive US Big Tech Top 7 Plus Price Return Index,Solactive,1X 인버스,합성(패시브),해외,주식,"300,000",한국투자신탁운용,"50,000",0.600000,배당소득세(보유기간과세)
701,KR7465580009,465580,한국투자 ACE 미국빅테크TOP7 Plus증권상장지수투자신탁(주식),ACE 미국빅테크TOP7 Plus,KIM ACE US Big Tech TOP 7 Plus ETF,2023/09/12,Solactive US Big Tech Top 7 Plus Price Return Index,Solactive,일반,실물(패시브),해외,주식,"6,650,000",한국투자신탁운용,"50,000",0.300000,배당소득세(보유기간과세)
702,KR7391590007,391590,한국투자 ACE 미국스팩&IPO INDXX증권상장지수투자신탁(주식),ACE 미국스팩&IPO INDXX,KIM ACE US SPAC&IPO INDXX ETF,2021/08/05,Indxx SPAC & NEXTGEN IPO Price return Index,Indxx,일반,실물(패시브),해외,주식,"500,000",한국투자신탁운용,"100,000",0.700000,배당소득세(보유기간과세)
703,KR7391600004,391600,한국투자 ACE 미국친환경그린테마INDXX증권상장지수투자신탁(주식),ACE 미국친환경그린테마INDXX,KIM ACE US Green Theme INDXX ETF,2021/08/05,Indxx US Green Infrastructure Price return Index,Indxx,일반,실물(패시브),해외,주식,"2,650,000",한국투자신탁운용,"50,000",0.700000,배당소득세(보유기간과세)
704,KR7455660001,455660,한국투자 ACE 미국하이일드액티브증권상장지수투자신탁[채권-재간접형](H),ACE 미국하이일드액티브(H),KIM ACE US High Yield Active ETF(H),2023/04/18,Markit iBoxx USD Liquid High Yield Total Return Index,S&P,일반,실물(액티브),해외,채권,"900,000",한국투자신탁운용,"100,000",0.240000,배당소득세(보유기간과세)
705,KR7143460004,143460,한국투자 ACE 밸류대형 증권 상장지수투자신탁(주식),ACE 밸류대형,KIM ACE Value Large ETF,2011/06/21,FnGuide-RAFI 코리아 대형 지수,FnGuide,일반,실물(패시브),국내,주식,"600,000",한국투자신탁운용,"100,000",0.150000,비과세
706,KR7245710009,245710,한국투자 ACE 베트남VN30증권상장지수투자신탁(주식-파생형)(합성),ACE 베트남VN30(합성),KIM ACE Vietnam VN30 ETF(Synth),2016/07/01,VN30 Index(PR),HOSE(Hochiminh Stock Exchange),일반,합성(패시브),해외,주식,"15,200,000",한국투자신탁운용,"100,000",0.700000,배당소득세(보유기간과세)
707,KR7371130006,371130,한국투자 ACE 블룸버그베트남VN30선물레버리지증권상장지수투자신탁(주식-파생형)(H),ACE 베트남VN30선물블룸버그레버리지(H),KIM ACE Vietnam VN30 Futures Leverage ETF(H),2020/11/25,Bloomberg VN30 Futures Excess Return Index,Bloomberg,2X 레버리지,실물(패시브),해외,주식,"600,000",한국투자신탁운용,"100,000",0.700000,배당소득세(보유기간과세)
708,KR7131890006,131890,한국투자 ACE 삼성그룹주 동일가중 증권 상장지수투자신탁(주식),ACE 삼성그룹동일가중,KIM ACE Samsung Group Equal Weighted ETF,2010/09/17,MKF SAMs EW 지수,FnGuide,일반,실물(패시브),국내,주식,"500,000",한국투자신탁운용,"100,000",0.150000,비과세
709,KR7108450008,108450,한국투자 ACE 삼성그룹주SW 증권 상장지수투자신탁(주식),ACE 삼성그룹섹터가중,KIM ACE SAMSUNG GROUP SW ETF,2009/02/03,MKF SAMs SW,FnGuide,일반,실물(패시브),국내,주식,"3,300,000",한국투자신탁운용,"100,000",0.150000,비과세
710,KR7226380004,226380,한국투자 ACE 성장소비주도주증권상장지수투자신탁(주식),ACE Fn성장소비주도주,KIM ACE Korean Culture ETF,2015/08/19,FnGuide 성장소비주도 지수,FnGuide,일반,실물(패시브),국내,주식,"1,000,000",한국투자신탁운용,"100,000",0.500000,비과세
711,KR7322130006,322130,한국투자 ACE 스마트로우볼증권상장지수투자신탁(주식),ACE 스마트로우볼,KIM ACE Smart Low Volatility ETF,2019/04/16,FnGuide 스마트 로우볼 지수,FnGuide,일반,실물(패시브),국내,주식,"500,000",한국투자신탁운용,"100,000",0.190000,비과세
712,KR7272220005,272220,한국투자 ACE 스마트모멘텀증권상장지수투자신탁(주식),ACE 스마트모멘텀,KIM ACE Smart Momentum ETF,2017/07/11,FnGuide 스마트 모멘텀 지수,FnGuide,일반,실물(패시브),국내,주식,"500,000",한국투자신탁운용,"100,000",0.190000,비과세
713,KR7272230004,272230,한국투자 ACE 스마트밸류증권상장지수투자신탁(주식),ACE 스마트밸류,KIM ACE Smart Value ETF,2017/07/11,FnGuide 스마트 밸류 지수,FnGuide,일반,실물(패시브),국내,주식,"600,000",한국투자신탁운용,"100,000",0.190000,비과세
714,KR7322120007,322120,한국투자 ACE 스마트퀄리티증권상장지수투자신탁(주식),ACE 스마트퀄리티,KIM ACE Smart Quality ETF,2019/04/16,FnGuide 스마트 퀄리티 지수,FnGuide,일반,실물(패시브),국내,주식,"500,000",한국투자신탁운용,"100,000",0.190000,비과세
715,KR7322150004,322150,한국투자 ACE 스마트하이베타증권상장지수투자신탁(주식),ACE 스마트하이베타,KIM ACE Smart High Beta ETF,2019/04/16,FnGuide 스마트 하이베타 지수,FnGuide,일반,실물(패시브),국내,주식,"500,000",한국투자신탁운용,"100,000",0.190000,비과세
716,KR7316300003,316300,한국투자 ACE 싱가포르리츠부동산상장지수투자신탁(재간접형),ACE 싱가포르리츠,KIM ACE Singapore REITs ETF,2019/01/29,Morningstar Singapore REIT Yield Focus Index(PR),MorningStar,일반,실물(패시브),해외,부동산,"500,000",한국투자신탁운용,"100,000",0.400000,배당소득세(분리과세부동산ETF)
717,KR7448540005,448540,한국투자 ACE 엔비디아채권혼합블룸버그증권상장지수투자신탁(채권혼합),ACE 엔비디아채권혼합블룸버그,KIM ACE NVIDIA30 Blend Bloomberg ETF,2022/11/29,Bloomberg Blended NVIDIA Equity and Korean Bond Index,Bloomberg,일반,실물(패시브),국내&해외,혼합자산,"2,500,000",한국투자신탁운용,"100,000",0.070000,배당소득세(보유기간과세)
718,KR7433500006,433500,한국투자 ACE 원자력테마딥서치증권상장지수투자신탁(주식),ACE 원자력테마딥서치,KIM ACE Nuclear Power Theme ETF,2022/06/28,DeepSearch 원자력테마 지수 (시장가격지수),DeepSearch,일반,실물(패시브),국내,주식,"700,000",한국투자신탁운용,"100,000",0.300000,비과세
719,KR7256440009,256440,한국투자 ACE 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),ACE 인도네시아MSCI(합성),KIM ACE MSCI Indonesia ETF(Synth),2016/11/01,MSCI Indonesia Index,MSCI,일반,합성(패시브),해외,주식,"4,400,000",한국투자신탁운용,"100,000",0.700000,배당소득세(보유기간과세)
720,KR7145670006,145670,한국투자 ACE 인버스 증권 상장지수투자신탁(주식-파생형),ACE 인버스,KIM ACE INVERSE ETF,2011/09/08,코스피 200 선물지수,KRX,1X 인버스,실물(패시브),국내,주식,"500,000",한국투자신탁운용,"100,000",0.150000,배당소득세(보유기간과세)
721,KR7196030001,196030,한국투자 ACE 일본 레버리지 증권 상장지수투자신탁(주식-재간접파생형)(H),ACE 일본TOPIX레버리지(H),KIM ACE Japan Leverage ETF(H),2014/06/16,TOPIX,TSE(Tokyo Stock Exchange),2X 레버리지,실물(패시브),해외,주식,"500,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
722,KR7238720007,238720,한국투자 ACE 일본Nikkei225증권상장지수투자신탁(주식-파생형)(H),ACE 일본Nikkei225(H),KIM ACE Japan Nikkei225 ETF(H),2016/03/03,Nikkei 225,Nikkei,일반,실물(패시브),해외,주식,"1,100,000",한국투자신탁운용,"100,000",0.300000,배당소득세(해외주식투자전용ETF)
723,KR7469160006,469160,한국투자 ACE 일본반도체증권상장지수투자신탁(주식),ACE 일본반도체,KIM ACE Japan Semiconductor ETF,2023/10/17,Bloomberg Japan Semiconductor Select Top 25 Index(Price Return),Bloomberg,일반,실물(패시브),해외,주식,"800,000",한국투자신탁운용,"100,000",0.450000,배당소득세(보유기간과세)
724,KR7205720006,205720,한국투자 ACE 일본인버스 증권 상장지수투자신탁(주식-파생형)(합성 H),ACE 일본TOPIX인버스(합성 H),KIM ACE SYNTH-Japan Inverse ETF(H),2014/09/29,TOPIX,TSE(Tokyo Stock Exchange),1X 인버스,합성(패시브),해외,주식,"1,700,000",한국투자신탁운용,"100,000",0.500000,배당소득세(보유기간과세)
